Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HDFCBANK,87316,OPTSTK,PE,1720,HDFC BANK LTD,HDFCBANK MAY 1720 PE,HDFCBANK29MAY25P1720,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87317,OPTSTK,CE,1760,HDFC BANK LTD,HDFCBANK MAY 1760 CE,HDFCBANK29MAY25C1760,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87318,OPTSTK,PE,1760,HDFC BANK LTD,HDFCBANK MAY 1760 PE,HDFCBANK29MAY25P1760,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87319,OPTSTK,CE,1800,HDFC BANK LTD,HDFCBANK MAY 1800 CE,HDFCBANK29MAY25C1800,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87320,OPTSTK,PE,1800,HDFC BANK LTD,HDFCBANK MAY 1800 PE,HDFCBANK29MAY25P1800,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87321,OPTSTK,CE,1840,HDFC BANK LTD,HDFCBANK MAY 1840 CE,HDFCBANK29MAY25C1840,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87322,OPTSTK,PE,1840,HDFC BANK LTD,HDFCBANK MAY 1840 PE,HDFCBANK29MAY25P1840,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87323,OPTSTK,CE,1880,HDFC BANK LTD,HDFCBANK MAY 1880 CE,HDFCBANK29MAY25C1880,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87324,OPTSTK,PE,1880,HDFC BANK LTD,HDFCBANK MAY 1880 PE,HDFCBANK29MAY25P1880,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87325,OPTSTK,CE,1920,HDFC BANK LTD,HDFCBANK MAY 1920 CE,HDFCBANK29MAY25C1920,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87326,OPTSTK,PE,1920,HDFC BANK LTD,HDFCBANK MAY 1920 PE,HDFCBANK29MAY25P1920,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87327,OPTSTK,CE,1960,HDFC BANK LTD,HDFCBANK MAY 1960 CE,HDFCBANK29MAY25C1960,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87328,OPTSTK,PE,1960,HDFC BANK LTD,HDFCBANK MAY 1960 PE,HDFCBANK29MAY25P1960,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87329,OPTSTK,CE,2000,HDFC BANK LTD,HDFCBANK MAY 2000 CE,HDFCBANK29MAY25C2000,2025-05-29,550,0.05
NFO,nse_fo,DRREDDY,87346,OPTSTK,PE,930,DR. REDDY S LABORATORIES,DRREDDY MAY 930 PE,DRREDDY29MAY25P930,2025-05-29,625,0.05
NFO,nse_fo,HDFCBANK,87347,OPTSTK,PE,2000,HDFC BANK LTD,HDFCBANK MAY 2000 PE,HDFCBANK29MAY25P2000,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87348,OPTSTK,CE,2040,HDFC BANK LTD,HDFCBANK MAY 2040 CE,HDFCBANK29MAY25C2040,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87349,OPTSTK,PE,2040,HDFC BANK LTD,HDFCBANK MAY 2040 PE,HDFCBANK29MAY25P2040,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87350,OPTSTK,CE,2080,HDFC BANK LTD,HDFCBANK MAY 2080 CE,HDFCBANK29MAY25C2080,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87351,OPTSTK,PE,2080,HDFC BANK LTD,HDFCBANK MAY 2080 PE,HDFCBANK29MAY25P2080,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87352,OPTSTK,CE,2120,HDFC BANK LTD,HDFCBANK MAY 2120 CE,HDFCBANK29MAY25C2120,2025-05-29,550,0.05
NFO,nse_fo,DRREDDY,87354,OPTSTK,PE,950,DR. REDDY S LABORATORIES,DRREDDY MAY 950 PE,DRREDDY29MAY25P950,2025-05-29,625,0.05
NFO,nse_fo,HDFCBANK,87358,OPTSTK,PE,2120,HDFC BANK LTD,HDFCBANK MAY 2120 PE,HDFCBANK29MAY25P2120,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87359,OPTSTK,CE,2160,HDFC BANK LTD,HDFCBANK MAY 2160 CE,HDFCBANK29MAY25C2160,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87360,OPTSTK,PE,2160,HDFC BANK LTD,HDFCBANK MAY 2160 PE,HDFCBANK29MAY25P2160,2025-05-29,550,0.05
NFO,nse_fo,HDFCBANK,87361,OPTSTK,CE,2200,HDFC BANK LTD,HDFCBANK MAY 2200 CE,HDFCBANK29MAY25C2200,2025-05-29,550,0.05
NFO,nse_fo,DRREDDY,87362,OPTSTK,PE,990,DR. REDDY S LABORATORIES,DRREDDY MAY 990 PE,DRREDDY29MAY25P990,2025-05-29,625,0.05
NFO,nse_fo,HDFCBANK,87363,OPTSTK,PE,2200,HDFC BANK LTD,HDFCBANK MAY 2200 PE,HDFCBANK29MAY25P2200,2025-05-29,550,0.05
NFO,nse_fo,DRREDDY,87366,OPTSTK,PE,1010,DR. REDDY S LABORATORIES,DRREDDY MAY 1010 PE,DRREDDY29MAY25P1010,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87374,OPTSTK,PE,1030,DR. REDDY S LABORATORIES,DRREDDY MAY 1030 PE,DRREDDY29MAY25P1030,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87375,OPTSTK,CE,1050,DR. REDDY S LABORATORIES,DRREDDY MAY 1050 CE,DRREDDY29MAY25C1050,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87376,OPTSTK,PE,1050,DR. REDDY S LABORATORIES,DRREDDY MAY 1050 PE,DRREDDY29MAY25P1050,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87379,OPTSTK,CE,1070,DR. REDDY S LABORATORIES,DRREDDY MAY 1070 CE,DRREDDY29MAY25C1070,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87380,OPTSTK,PE,1070,DR. REDDY S LABORATORIES,DRREDDY MAY 1070 PE,DRREDDY29MAY25P1070,2025-05-29,625,0.05
NFO,nse_fo,DELHIVERY,87384,OPTSTK,CE,260,DELHIVERY LIMITED,DELHIVERY JUL 260 CE,DELHIVERY31JUL25C260,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87385,OPTSTK,PE,260,DELHIVERY LIMITED,DELHIVERY JUL 260 PE,DELHIVERY31JUL25P260,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87386,OPTSTK,CE,270,DELHIVERY LIMITED,DELHIVERY JUL 270 CE,DELHIVERY31JUL25C270,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87387,OPTSTK,PE,270,DELHIVERY LIMITED,DELHIVERY JUL 270 PE,DELHIVERY31JUL25P270,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87388,OPTSTK,CE,280,DELHIVERY LIMITED,DELHIVERY JUL 280 CE,DELHIVERY31JUL25C280,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87389,OPTSTK,PE,280,DELHIVERY LIMITED,DELHIVERY JUL 280 PE,DELHIVERY31JUL25P280,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87390,OPTSTK,CE,290,DELHIVERY LIMITED,DELHIVERY JUL 290 CE,DELHIVERY31JUL25C290,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87391,OPTSTK,PE,290,DELHIVERY LIMITED,DELHIVERY JUL 290 PE,DELHIVERY31JUL25P290,2025-07-31,2075,0.05
NFO,nse_fo,DRREDDY,87401,OPTSTK,CE,1090,DR. REDDY S LABORATORIES,DRREDDY MAY 1090 CE,DRREDDY29MAY25C1090,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87402,OPTSTK,PE,1090,DR. REDDY S LABORATORIES,DRREDDY MAY 1090 PE,DRREDDY29MAY25P1090,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87403,OPTSTK,CE,1110,DR. REDDY S LABORATORIES,DRREDDY MAY 1110 CE,DRREDDY29MAY25C1110,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87404,OPTSTK,PE,1110,DR. REDDY S LABORATORIES,DRREDDY MAY 1110 PE,DRREDDY29MAY25P1110,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87405,OPTSTK,CE,1130,DR. REDDY S LABORATORIES,DRREDDY MAY 1130 CE,DRREDDY29MAY25C1130,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87406,OPTSTK,PE,1130,DR. REDDY S LABORATORIES,DRREDDY MAY 1130 PE,DRREDDY29MAY25P1130,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87407,OPTSTK,CE,1150,DR. REDDY S LABORATORIES,DRREDDY MAY 1150 CE,DRREDDY29MAY25C1150,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87408,OPTSTK,PE,1150,DR. REDDY S LABORATORIES,DRREDDY MAY 1150 PE,DRREDDY29MAY25P1150,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87409,OPTSTK,CE,1170,DR. REDDY S LABORATORIES,DRREDDY MAY 1170 CE,DRREDDY29MAY25C1170,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87410,OPTSTK,PE,1170,DR. REDDY S LABORATORIES,DRREDDY MAY 1170 PE,DRREDDY29MAY25P1170,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87411,OPTSTK,CE,1190,DR. REDDY S LABORATORIES,DRREDDY MAY 1190 CE,DRREDDY29MAY25C1190,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87412,OPTSTK,PE,1190,DR. REDDY S LABORATORIES,DRREDDY MAY 1190 PE,DRREDDY29MAY25P1190,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87414,OPTSTK,CE,1210,DR. REDDY S LABORATORIES,DRREDDY MAY 1210 CE,DRREDDY29MAY25C1210,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87415,OPTSTK,PE,1210,DR. REDDY S LABORATORIES,DRREDDY MAY 1210 PE,DRREDDY29MAY25P1210,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87416,OPTSTK,CE,1230,DR. REDDY S LABORATORIES,DRREDDY MAY 1230 CE,DRREDDY29MAY25C1230,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87417,OPTSTK,PE,1230,DR. REDDY S LABORATORIES,DRREDDY MAY 1230 PE,DRREDDY29MAY25P1230,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87425,OPTSTK,CE,1250,DR. REDDY S LABORATORIES,DRREDDY MAY 1250 CE,DRREDDY29MAY25C1250,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87426,OPTSTK,PE,1250,DR. REDDY S LABORATORIES,DRREDDY MAY 1250 PE,DRREDDY29MAY25P1250,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87427,OPTSTK,CE,1270,DR. REDDY S LABORATORIES,DRREDDY MAY 1270 CE,DRREDDY29MAY25C1270,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87428,OPTSTK,PE,1270,DR. REDDY S LABORATORIES,DRREDDY MAY 1270 PE,DRREDDY29MAY25P1270,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87433,OPTSTK,CE,1290,DR. REDDY S LABORATORIES,DRREDDY MAY 1290 CE,DRREDDY29MAY25C1290,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87434,OPTSTK,PE,1290,DR. REDDY S LABORATORIES,DRREDDY MAY 1290 PE,DRREDDY29MAY25P1290,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87435,OPTSTK,CE,1310,DR. REDDY S LABORATORIES,DRREDDY MAY 1310 CE,DRREDDY29MAY25C1310,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87436,OPTSTK,PE,1310,DR. REDDY S LABORATORIES,DRREDDY MAY 1310 PE,DRREDDY29MAY25P1310,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87437,OPTSTK,CE,1330,DR. REDDY S LABORATORIES,DRREDDY MAY 1330 CE,DRREDDY29MAY25C1330,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87438,OPTSTK,PE,1330,DR. REDDY S LABORATORIES,DRREDDY MAY 1330 PE,DRREDDY29MAY25P1330,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87439,OPTSTK,CE,1350,DR. REDDY S LABORATORIES,DRREDDY MAY 1350 CE,DRREDDY29MAY25C1350,2025-05-29,625,0.05
NFO,nse_fo,DRREDDY,87441,OPTSTK,CE,1370,DR. REDDY S LABORATORIES,DRREDDY MAY 1370 CE,DRREDDY29MAY25C1370,2025-05-29,625,0.05
NFO,nse_fo,DELHIVERY,87453,OPTSTK,CE,300,DELHIVERY LIMITED,DELHIVERY JUL 300 CE,DELHIVERY31JUL25C300,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87458,OPTSTK,PE,300,DELHIVERY LIMITED,DELHIVERY JUL 300 PE,DELHIVERY31JUL25P300,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87462,OPTSTK,CE,310,DELHIVERY LIMITED,DELHIVERY JUL 310 CE,DELHIVERY31JUL25C310,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87463,OPTSTK,PE,310,DELHIVERY LIMITED,DELHIVERY JUL 310 PE,DELHIVERY31JUL25P310,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87464,OPTSTK,CE,320,DELHIVERY LIMITED,DELHIVERY JUL 320 CE,DELHIVERY31JUL25C320,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87465,OPTSTK,PE,320,DELHIVERY LIMITED,DELHIVERY JUL 320 PE,DELHIVERY31JUL25P320,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87466,OPTSTK,CE,330,DELHIVERY LIMITED,DELHIVERY JUL 330 CE,DELHIVERY31JUL25C330,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87467,OPTSTK,PE,330,DELHIVERY LIMITED,DELHIVERY JUL 330 PE,DELHIVERY31JUL25P330,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87483,OPTSTK,CE,340,DELHIVERY LIMITED,DELHIVERY JUL 340 CE,DELHIVERY31JUL25C340,2025-07-31,2075,0.05
NFO,nse_fo,DELHIVERY,87484,OPTSTK,PE,340,DELHIVERY LIMITED,DELHIVERY JUL 340 PE,DELHIVERY31JUL25P340,2025-07-31,2075,0.05
NFO,nse_fo,DRREDDY,87581,OPTSTK,PE,1000,DR. REDDY S LABORATORIES,DRREDDY JUN 1000 PE,DRREDDY26JUN25P1000,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87582,OPTSTK,CE,1020,DR. REDDY S LABORATORIES,DRREDDY JUN 1020 CE,DRREDDY26JUN25C1020,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87583,OPTSTK,PE,1020,DR. REDDY S LABORATORIES,DRREDDY JUN 1020 PE,DRREDDY26JUN25P1020,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87584,OPTSTK,CE,1040,DR. REDDY S LABORATORIES,DRREDDY JUN 1040 CE,DRREDDY26JUN25C1040,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87585,OPTSTK,PE,1040,DR. REDDY S LABORATORIES,DRREDDY JUN 1040 PE,DRREDDY26JUN25P1040,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87586,OPTSTK,CE,1060,DR. REDDY S LABORATORIES,DRREDDY JUN 1060 CE,DRREDDY26JUN25C1060,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87587,OPTSTK,PE,1060,DR. REDDY S LABORATORIES,DRREDDY JUN 1060 PE,DRREDDY26JUN25P1060,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87588,OPTSTK,CE,1080,DR. REDDY S LABORATORIES,DRREDDY JUN 1080 CE,DRREDDY26JUN25C1080,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87589,OPTSTK,PE,1080,DR. REDDY S LABORATORIES,DRREDDY JUN 1080 PE,DRREDDY26JUN25P1080,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87594,OPTSTK,CE,1100,DR. REDDY S LABORATORIES,DRREDDY JUN 1100 CE,DRREDDY26JUN25C1100,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87595,OPTSTK,PE,1100,DR. REDDY S LABORATORIES,DRREDDY JUN 1100 PE,DRREDDY26JUN25P1100,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87596,OPTSTK,CE,1120,DR. REDDY S LABORATORIES,DRREDDY JUN 1120 CE,DRREDDY26JUN25C1120,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87597,OPTSTK,PE,1120,DR. REDDY S LABORATORIES,DRREDDY JUN 1120 PE,DRREDDY26JUN25P1120,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87598,OPTSTK,CE,1140,DR. REDDY S LABORATORIES,DRREDDY JUN 1140 CE,DRREDDY26JUN25C1140,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87599,OPTSTK,PE,1140,DR. REDDY S LABORATORIES,DRREDDY JUN 1140 PE,DRREDDY26JUN25P1140,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87600,OPTSTK,CE,1160,DR. REDDY S LABORATORIES,DRREDDY JUN 1160 CE,DRREDDY26JUN25C1160,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87601,OPTSTK,PE,1160,DR. REDDY S LABORATORIES,DRREDDY JUN 1160 PE,DRREDDY26JUN25P1160,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87608,OPTSTK,CE,1180,DR. REDDY S LABORATORIES,DRREDDY JUN 1180 CE,DRREDDY26JUN25C1180,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87609,OPTSTK,PE,1180,DR. REDDY S LABORATORIES,DRREDDY JUN 1180 PE,DRREDDY26JUN25P1180,2025-06-26,625,0.05
NFO,nse_fo,HDFCLIFE,87611,OPTSTK,PE,580,HDFC LIFE INS CO LTD,HDFCLIFE MAY 580 PE,HDFCLIFE29MAY25P580,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87613,OPTSTK,PE,600,HDFC LIFE INS CO LTD,HDFCLIFE MAY 600 PE,HDFCLIFE29MAY25P600,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87614,OPTSTK,CE,620,HDFC LIFE INS CO LTD,HDFCLIFE MAY 620 CE,HDFCLIFE29MAY25C620,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87615,OPTSTK,PE,620,HDFC LIFE INS CO LTD,HDFCLIFE MAY 620 PE,HDFCLIFE29MAY25P620,2025-05-29,1100,0.05
NFO,nse_fo,DRREDDY,87616,OPTSTK,CE,1200,DR. REDDY S LABORATORIES,DRREDDY JUN 1200 CE,DRREDDY26JUN25C1200,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87617,OPTSTK,PE,1200,DR. REDDY S LABORATORIES,DRREDDY JUN 1200 PE,DRREDDY26JUN25P1200,2025-06-26,625,0.05
NFO,nse_fo,HDFCLIFE,87618,OPTSTK,CE,640,HDFC LIFE INS CO LTD,HDFCLIFE MAY 640 CE,HDFCLIFE29MAY25C640,2025-05-29,1100,0.05
NFO,nse_fo,DRREDDY,87619,OPTSTK,CE,1220,DR. REDDY S LABORATORIES,DRREDDY JUN 1220 CE,DRREDDY26JUN25C1220,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87620,OPTSTK,PE,1220,DR. REDDY S LABORATORIES,DRREDDY JUN 1220 PE,DRREDDY26JUN25P1220,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87621,OPTSTK,CE,1240,DR. REDDY S LABORATORIES,DRREDDY JUN 1240 CE,DRREDDY26JUN25C1240,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87622,OPTSTK,PE,1240,DR. REDDY S LABORATORIES,DRREDDY JUN 1240 PE,DRREDDY26JUN25P1240,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87623,OPTSTK,CE,1260,DR. REDDY S LABORATORIES,DRREDDY JUN 1260 CE,DRREDDY26JUN25C1260,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87624,OPTSTK,PE,1260,DR. REDDY S LABORATORIES,DRREDDY JUN 1260 PE,DRREDDY26JUN25P1260,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87625,OPTSTK,CE,1280,DR. REDDY S LABORATORIES,DRREDDY JUN 1280 CE,DRREDDY26JUN25C1280,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87626,OPTSTK,PE,1280,DR. REDDY S LABORATORIES,DRREDDY JUN 1280 PE,DRREDDY26JUN25P1280,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87627,OPTSTK,CE,1300,DR. REDDY S LABORATORIES,DRREDDY JUN 1300 CE,DRREDDY26JUN25C1300,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87628,OPTSTK,PE,1300,DR. REDDY S LABORATORIES,DRREDDY JUN 1300 PE,DRREDDY26JUN25P1300,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87629,OPTSTK,CE,1320,DR. REDDY S LABORATORIES,DRREDDY JUN 1320 CE,DRREDDY26JUN25C1320,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87630,OPTSTK,PE,1320,DR. REDDY S LABORATORIES,DRREDDY JUN 1320 PE,DRREDDY26JUN25P1320,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87631,OPTSTK,CE,1340,DR. REDDY S LABORATORIES,DRREDDY JUN 1340 CE,DRREDDY26JUN25C1340,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87632,OPTSTK,PE,1340,DR. REDDY S LABORATORIES,DRREDDY JUN 1340 PE,DRREDDY26JUN25P1340,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87633,OPTSTK,CE,1360,DR. REDDY S LABORATORIES,DRREDDY JUN 1360 CE,DRREDDY26JUN25C1360,2025-06-26,625,0.05
NFO,nse_fo,DRREDDY,87634,OPTSTK,PE,1360,DR. REDDY S LABORATORIES,DRREDDY JUN 1360 PE,DRREDDY26JUN25P1360,2025-06-26,625,0.05
NFO,nse_fo,HDFCLIFE,87640,OPTSTK,PE,640,HDFC LIFE INS CO LTD,HDFCLIFE MAY 640 PE,HDFCLIFE29MAY25P640,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87641,OPTSTK,CE,660,HDFC LIFE INS CO LTD,HDFCLIFE MAY 660 CE,HDFCLIFE29MAY25C660,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87643,OPTSTK,PE,660,HDFC LIFE INS CO LTD,HDFCLIFE MAY 660 PE,HDFCLIFE29MAY25P660,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87644,OPTSTK,CE,680,HDFC LIFE INS CO LTD,HDFCLIFE MAY 680 CE,HDFCLIFE29MAY25C680,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87646,OPTSTK,PE,680,HDFC LIFE INS CO LTD,HDFCLIFE MAY 680 PE,HDFCLIFE29MAY25P680,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87647,OPTSTK,CE,700,HDFC LIFE INS CO LTD,HDFCLIFE MAY 700 CE,HDFCLIFE29MAY25C700,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87648,OPTSTK,PE,700,HDFC LIFE INS CO LTD,HDFCLIFE MAY 700 PE,HDFCLIFE29MAY25P700,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87649,OPTSTK,CE,720,HDFC LIFE INS CO LTD,HDFCLIFE MAY 720 CE,HDFCLIFE29MAY25C720,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87650,OPTSTK,PE,720,HDFC LIFE INS CO LTD,HDFCLIFE MAY 720 PE,HDFCLIFE29MAY25P720,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87651,OPTSTK,CE,740,HDFC LIFE INS CO LTD,HDFCLIFE MAY 740 CE,HDFCLIFE29MAY25C740,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87652,OPTSTK,PE,740,HDFC LIFE INS CO LTD,HDFCLIFE MAY 740 PE,HDFCLIFE29MAY25P740,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87653,OPTSTK,CE,760,HDFC LIFE INS CO LTD,HDFCLIFE MAY 760 CE,HDFCLIFE29MAY25C760,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87654,OPTSTK,PE,760,HDFC LIFE INS CO LTD,HDFCLIFE MAY 760 PE,HDFCLIFE29MAY25P760,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87655,OPTSTK,CE,780,HDFC LIFE INS CO LTD,HDFCLIFE MAY 780 CE,HDFCLIFE29MAY25C780,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87658,OPTSTK,PE,780,HDFC LIFE INS CO LTD,HDFCLIFE MAY 780 PE,HDFCLIFE29MAY25P780,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87659,OPTSTK,CE,800,HDFC LIFE INS CO LTD,HDFCLIFE MAY 800 CE,HDFCLIFE29MAY25C800,2025-05-29,1100,0.05
NFO,nse_fo,HDFCLIFE,87660,OPTSTK,PE,800,HDFC LIFE INS CO LTD,HDFCLIFE MAY 800 PE,HDFCLIFE29MAY25P800,2025-05-29,1100,0.05
NFO,nse_fo,DIVISLAB,87720,OPTSTK,CE,5450,DIVI S LABORATORIES LTD,DIVISLAB JUN 5450 CE,DIVISLAB26JUN25C5450,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87721,OPTSTK,PE,5450,DIVI S LABORATORIES LTD,DIVISLAB JUN 5450 PE,DIVISLAB26JUN25P5450,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87722,OPTSTK,CE,5550,DIVI S LABORATORIES LTD,DIVISLAB JUN 5550 CE,DIVISLAB26JUN25C5550,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87723,OPTSTK,PE,5550,DIVI S LABORATORIES LTD,DIVISLAB JUN 5550 PE,DIVISLAB26JUN25P5550,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87724,OPTSTK,CE,5650,DIVI S LABORATORIES LTD,DIVISLAB JUN 5650 CE,DIVISLAB26JUN25C5650,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87725,OPTSTK,PE,5650,DIVI S LABORATORIES LTD,DIVISLAB JUN 5650 PE,DIVISLAB26JUN25P5650,2025-06-26,100,0.05
NFO,nse_fo,DIVISLAB,87726,OPTSTK,CE,5750,DIVI S LABORATORIES LTD,DIVISLAB JUN 5750 CE,DIVISLAB26JUN25C5750,2025-06-26,100,0.05
NFO,nse_fo,HEROMOTOCO,87742,OPTSTK,PE,2900,HERO MOTOCORP LIMITED,HEROMOTOCO MAY 2900 PE,HEROMOTOCO29MAY25P2900,2025-05-29,150,0.05
NFO,nse_fo,HEROMOTOCO,87744,OPTSTK,PE,3000,HERO MOTOCORP LIMITED,HEROMOTOCO MAY 3000 PE,HEROMOTOCO29MAY25P3000,2025-05-29,150,0.05
NFO,nse_fo,HEROMOTOCO,87746,OPTSTK,PE,3100,HERO MOTOCORP LIMITED,HEROMOTOCO MAY 3100 PE,HEROMOTOCO29MAY25P3100,2025-05-29,150,0.05
