Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,ATGL,69692,OPTSTK,CE,560,ADANI TOTAL GAS LIMITED,ATGL JUN 560 CE,ATGL26JUN25C560,2025-06-26,775,0.05
NFO,nse_fo,BAJAJFINSV,69696,OPTSTK,CE,1560,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1560 CE,BAJAJFINSV29MAY25C1560,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69697,OPTSTK,PE,1560,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1560 PE,BAJAJFINSV29MAY25P1560,2025-05-29,500,0.05
NFO,nse_fo,ATGL,69698,OPTSTK,PE,560,ADANI TOTAL GAS LIMITED,ATGL JUN 560 PE,ATGL26JUN25P560,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69699,OPTSTK,CE,580,ADANI TOTAL GAS LIMITED,ATGL JUN 580 CE,ATGL26JUN25C580,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69700,OPTSTK,PE,580,ADANI TOTAL GAS LIMITED,ATGL JUN 580 PE,ATGL26JUN25P580,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69701,OPTSTK,CE,600,ADANI TOTAL GAS LIMITED,ATGL JUN 600 CE,ATGL26JUN25C600,2025-06-26,775,0.05
NFO,nse_fo,BAJAJFINSV,69704,OPTSTK,CE,1600,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1600 CE,BAJAJFINSV29MAY25C1600,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69705,OPTSTK,PE,1600,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1600 PE,BAJAJFINSV29MAY25P1600,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69706,OPTSTK,CE,1640,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1640 CE,BAJAJFINSV29MAY25C1640,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69707,OPTSTK,PE,1640,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1640 PE,BAJAJFINSV29MAY25P1640,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69708,OPTSTK,CE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1680 CE,BAJAJFINSV29MAY25C1680,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69709,OPTSTK,PE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1680 PE,BAJAJFINSV29MAY25P1680,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69710,OPTSTK,CE,1720,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1720 CE,BAJAJFINSV29MAY25C1720,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69711,OPTSTK,PE,1720,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1720 PE,BAJAJFINSV29MAY25P1720,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69712,OPTSTK,CE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1760 CE,BAJAJFINSV29MAY25C1760,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69713,OPTSTK,PE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1760 PE,BAJAJFINSV29MAY25P1760,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69714,OPTSTK,CE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1800 CE,BAJAJFINSV29MAY25C1800,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69715,OPTSTK,PE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1800 PE,BAJAJFINSV29MAY25P1800,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69716,OPTSTK,CE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1840 CE,BAJAJFINSV29MAY25C1840,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69717,OPTSTK,PE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1840 PE,BAJAJFINSV29MAY25P1840,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69718,OPTSTK,CE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1880 CE,BAJAJFINSV29MAY25C1880,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69719,OPTSTK,PE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1880 PE,BAJAJFINSV29MAY25P1880,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69720,OPTSTK,CE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1920 CE,BAJAJFINSV29MAY25C1920,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69721,OPTSTK,PE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1920 PE,BAJAJFINSV29MAY25P1920,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69722,OPTSTK,CE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1960 CE,BAJAJFINSV29MAY25C1960,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69723,OPTSTK,PE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 1960 PE,BAJAJFINSV29MAY25P1960,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69724,OPTSTK,CE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2000 CE,BAJAJFINSV29MAY25C2000,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69725,OPTSTK,PE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2000 PE,BAJAJFINSV29MAY25P2000,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69726,OPTSTK,CE,2040,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2040 CE,BAJAJFINSV29MAY25C2040,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69727,OPTSTK,PE,2040,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2040 PE,BAJAJFINSV29MAY25P2040,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69728,OPTSTK,CE,2080,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2080 CE,BAJAJFINSV29MAY25C2080,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69729,OPTSTK,PE,2080,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2080 PE,BAJAJFINSV29MAY25P2080,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69734,OPTSTK,CE,2120,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2120 CE,BAJAJFINSV29MAY25C2120,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69735,OPTSTK,PE,2120,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2120 PE,BAJAJFINSV29MAY25P2120,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69736,OPTSTK,CE,2160,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2160 CE,BAJAJFINSV29MAY25C2160,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69737,OPTSTK,PE,2160,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2160 PE,BAJAJFINSV29MAY25P2160,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69738,OPTSTK,CE,2200,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2200 CE,BAJAJFINSV29MAY25C2200,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69739,OPTSTK,PE,2200,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2200 PE,BAJAJFINSV29MAY25P2200,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69740,OPTSTK,CE,2240,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2240 CE,BAJAJFINSV29MAY25C2240,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69741,OPTSTK,PE,2240,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2240 PE,BAJAJFINSV29MAY25P2240,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69742,OPTSTK,CE,2280,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2280 CE,BAJAJFINSV29MAY25C2280,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69743,OPTSTK,PE,2280,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2280 PE,BAJAJFINSV29MAY25P2280,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69744,OPTSTK,CE,2320,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2320 CE,BAJAJFINSV29MAY25C2320,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69745,OPTSTK,PE,2320,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2320 PE,BAJAJFINSV29MAY25P2320,2025-05-29,500,0.05
NFO,nse_fo,BAJAJ-AUTO,69746,OPTSTK,CE,6800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 6800 CE,BAJAJ-AUTO31JUL25C6800,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69747,OPTSTK,PE,6800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 6800 PE,BAJAJ-AUTO31JUL25P6800,2025-07-31,75,0.05
NFO,nse_fo,BAJAJFINSV,69748,OPTSTK,CE,2360,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2360 CE,BAJAJFINSV29MAY25C2360,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69749,OPTSTK,PE,2360,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2360 PE,BAJAJFINSV29MAY25P2360,2025-05-29,500,0.05
NFO,nse_fo,BAJAJFINSV,69750,OPTSTK,CE,2400,BAJAJ FINSERV LTD.,BAJAJFINSV MAY 2400 CE,BAJAJFINSV29MAY25C2400,2025-05-29,500,0.05
NFO,nse_fo,ATGL,69756,OPTSTK,PE,600,ADANI TOTAL GAS LIMITED,ATGL JUN 600 PE,ATGL26JUN25P600,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69757,OPTSTK,CE,620,ADANI TOTAL GAS LIMITED,ATGL JUN 620 CE,ATGL26JUN25C620,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69758,OPTSTK,PE,620,ADANI TOTAL GAS LIMITED,ATGL JUN 620 PE,ATGL26JUN25P620,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69759,OPTSTK,CE,640,ADANI TOTAL GAS LIMITED,ATGL JUN 640 CE,ATGL26JUN25C640,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69760,OPTSTK,PE,640,ADANI TOTAL GAS LIMITED,ATGL JUN 640 PE,ATGL26JUN25P640,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69761,OPTSTK,CE,660,ADANI TOTAL GAS LIMITED,ATGL JUN 660 CE,ATGL26JUN25C660,2025-06-26,775,0.05
NFO,nse_fo,BAJAJ-AUTO,69770,OPTSTK,CE,7000,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7000 CE,BAJAJ-AUTO31JUL25C7000,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69771,OPTSTK,PE,7000,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7000 PE,BAJAJ-AUTO31JUL25P7000,2025-07-31,75,0.05
NFO,nse_fo,ATGL,69778,OPTSTK,PE,660,ADANI TOTAL GAS LIMITED,ATGL JUN 660 PE,ATGL26JUN25P660,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69779,OPTSTK,CE,680,ADANI TOTAL GAS LIMITED,ATGL JUN 680 CE,ATGL26JUN25C680,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69780,OPTSTK,PE,680,ADANI TOTAL GAS LIMITED,ATGL JUN 680 PE,ATGL26JUN25P680,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69781,OPTSTK,CE,700,ADANI TOTAL GAS LIMITED,ATGL JUN 700 CE,ATGL26JUN25C700,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69782,OPTSTK,PE,700,ADANI TOTAL GAS LIMITED,ATGL JUN 700 PE,ATGL26JUN25P700,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69783,OPTSTK,CE,720,ADANI TOTAL GAS LIMITED,ATGL JUN 720 CE,ATGL26JUN25C720,2025-06-26,775,0.05
NFO,nse_fo,BAJAJ-AUTO,69786,OPTSTK,CE,7200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7200 CE,BAJAJ-AUTO31JUL25C7200,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69787,OPTSTK,PE,7200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7200 PE,BAJAJ-AUTO31JUL25P7200,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69803,OPTSTK,CE,7400,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7400 CE,BAJAJ-AUTO31JUL25C7400,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69806,OPTSTK,PE,7400,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7400 PE,BAJAJ-AUTO31JUL25P7400,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69807,OPTSTK,CE,7600,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7600 CE,BAJAJ-AUTO31JUL25C7600,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69808,OPTSTK,PE,7600,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7600 PE,BAJAJ-AUTO31JUL25P7600,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69810,OPTSTK,CE,7800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7800 CE,BAJAJ-AUTO31JUL25C7800,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69811,OPTSTK,PE,7800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 7800 PE,BAJAJ-AUTO31JUL25P7800,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69812,OPTSTK,CE,8000,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8000 CE,BAJAJ-AUTO31JUL25C8000,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69813,OPTSTK,PE,8000,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8000 PE,BAJAJ-AUTO31JUL25P8000,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69814,OPTSTK,CE,8200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8200 CE,BAJAJ-AUTO31JUL25C8200,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69815,OPTSTK,PE,8200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8200 PE,BAJAJ-AUTO31JUL25P8200,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69816,OPTSTK,CE,8400,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8400 CE,BAJAJ-AUTO31JUL25C8400,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69817,OPTSTK,PE,8400,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8400 PE,BAJAJ-AUTO31JUL25P8400,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69820,OPTSTK,CE,8600,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8600 CE,BAJAJ-AUTO31JUL25C8600,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69823,OPTSTK,PE,8600,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8600 PE,BAJAJ-AUTO31JUL25P8600,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69824,OPTSTK,CE,8800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8800 CE,BAJAJ-AUTO31JUL25C8800,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69825,OPTSTK,PE,8800,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 8800 PE,BAJAJ-AUTO31JUL25P8800,2025-07-31,75,0.05
NFO,nse_fo,ATGL,69830,OPTSTK,PE,720,ADANI TOTAL GAS LIMITED,ATGL JUN 720 PE,ATGL26JUN25P720,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69831,OPTSTK,CE,740,ADANI TOTAL GAS LIMITED,ATGL JUN 740 CE,ATGL26JUN25C740,2025-06-26,775,0.05
NFO,nse_fo,BAJAJ-AUTO,69833,OPTSTK,CE,9200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 9200 CE,BAJAJ-AUTO31JUL25C9200,2025-07-31,75,0.05
NFO,nse_fo,BAJAJ-AUTO,69834,OPTSTK,PE,9200,BAJAJ AUTO LIMITED,BAJAJ-AUTO JUL 9200 PE,BAJAJ-AUTO31JUL25P9200,2025-07-31,75,0.05
NFO,nse_fo,ATGL,69836,OPTSTK,PE,740,ADANI TOTAL GAS LIMITED,ATGL JUN 740 PE,ATGL26JUN25P740,2025-06-26,775,0.05
NFO,nse_fo,ATGL,69837,OPTSTK,CE,760,ADANI TOTAL GAS LIMITED,ATGL JUN 760 CE,ATGL26JUN25C760,2025-06-26,775,0.05
NFO,nse_fo,BAJFINANCE,69867,OPTSTK,CE,7400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7400 CE,BAJFINANCE29MAY25C7400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69868,OPTSTK,PE,7400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7400 PE,BAJFINANCE29MAY25P7400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69869,OPTSTK,CE,7600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7600 CE,BAJFINANCE29MAY25C7600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69872,OPTSTK,PE,7600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7600 PE,BAJFINANCE29MAY25P7600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69873,OPTSTK,CE,7800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7800 CE,BAJFINANCE29MAY25C7800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69874,OPTSTK,PE,7800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 7800 PE,BAJFINANCE29MAY25P7800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69875,OPTSTK,CE,8000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8000 CE,BAJFINANCE29MAY25C8000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69876,OPTSTK,PE,8000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8000 PE,BAJFINANCE29MAY25P8000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69877,OPTSTK,CE,8200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8200 CE,BAJFINANCE29MAY25C8200,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69878,OPTSTK,PE,8200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8200 PE,BAJFINANCE29MAY25P8200,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69881,OPTSTK,CE,8400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8400 CE,BAJFINANCE29MAY25C8400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69882,OPTSTK,PE,8400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8400 PE,BAJFINANCE29MAY25P8400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69883,OPTSTK,CE,8600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8600 CE,BAJFINANCE29MAY25C8600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69884,OPTSTK,PE,8600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8600 PE,BAJFINANCE29MAY25P8600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69885,OPTSTK,CE,8800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8800 CE,BAJFINANCE29MAY25C8800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69886,OPTSTK,PE,8800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 8800 PE,BAJFINANCE29MAY25P8800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69887,OPTSTK,CE,9000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9000 CE,BAJFINANCE29MAY25C9000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69888,OPTSTK,PE,9000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9000 PE,BAJFINANCE29MAY25P9000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69891,OPTSTK,CE,9200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9200 CE,BAJFINANCE29MAY25C9200,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69892,OPTSTK,PE,9200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9200 PE,BAJFINANCE29MAY25P9200,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69893,OPTSTK,CE,9400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9400 CE,BAJFINANCE29MAY25C9400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69894,OPTSTK,PE,9400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9400 PE,BAJFINANCE29MAY25P9400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69895,OPTSTK,CE,9600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9600 CE,BAJFINANCE29MAY25C9600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69896,OPTSTK,PE,9600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9600 PE,BAJFINANCE29MAY25P9600,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69897,OPTSTK,CE,9800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9800 CE,BAJFINANCE29MAY25C9800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69898,OPTSTK,PE,9800,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 9800 PE,BAJFINANCE29MAY25P9800,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69899,OPTSTK,CE,10000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10000 CE,BAJFINANCE29MAY25C10000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69900,OPTSTK,PE,10000,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10000 PE,BAJFINANCE29MAY25P10000,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69903,OPTSTK,CE,10200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10200 CE,BAJFINANCE29MAY25C10200,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69904,OPTSTK,PE,10200,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10200 PE,BAJFINANCE29MAY25P10200,2025-05-29,125,0.05
NFO,nse_fo,ATGL,69905,OPTSTK,PE,760,ADANI TOTAL GAS LIMITED,ATGL JUN 760 PE,ATGL26JUN25P760,2025-06-26,775,0.05
NFO,nse_fo,BAJFINANCE,69908,OPTSTK,CE,10400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10400 CE,BAJFINANCE29MAY25C10400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69909,OPTSTK,PE,10400,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10400 PE,BAJFINANCE29MAY25P10400,2025-05-29,125,0.05
NFO,nse_fo,BAJFINANCE,69910,OPTSTK,CE,10600,BAJAJ FINANCE LIMITED,BAJFINANCE MAY 10600 CE,BAJFINANCE29MAY25C10600,2025-05-29,125,0.05
NFO,nse_fo,BAJAJFINSV,69915,OPTSTK,CE,1660,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1660 CE,BAJAJFINSV26JUN25C1660,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69926,OPTSTK,PE,1660,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1660 PE,BAJAJFINSV26JUN25P1660,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69927,OPTSTK,CE,1700,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1700 CE,BAJAJFINSV26JUN25C1700,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69928,OPTSTK,PE,1700,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1700 PE,BAJAJFINSV26JUN25P1700,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69929,OPTSTK,CE,1740,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1740 CE,BAJAJFINSV26JUN25C1740,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69930,OPTSTK,PE,1740,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1740 PE,BAJAJFINSV26JUN25P1740,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69931,OPTSTK,CE,1780,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1780 CE,BAJAJFINSV26JUN25C1780,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69942,OPTSTK,PE,1780,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1780 PE,BAJAJFINSV26JUN25P1780,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69943,OPTSTK,CE,1820,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1820 CE,BAJAJFINSV26JUN25C1820,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69944,OPTSTK,PE,1820,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1820 PE,BAJAJFINSV26JUN25P1820,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69945,OPTSTK,CE,1860,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1860 CE,BAJAJFINSV26JUN25C1860,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69946,OPTSTK,PE,1860,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1860 PE,BAJAJFINSV26JUN25P1860,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69947,OPTSTK,CE,1900,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1900 CE,BAJAJFINSV26JUN25C1900,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69948,OPTSTK,PE,1900,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1900 PE,BAJAJFINSV26JUN25P1900,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69949,OPTSTK,CE,1940,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1940 CE,BAJAJFINSV26JUN25C1940,2025-06-26,500,0.05
NFO,nse_fo,BAJAJFINSV,69954,OPTSTK,PE,1940,BAJAJ FINSERV LTD.,BAJAJFINSV JUN 1940 PE,BAJAJFINSV26JUN25P1940,2025-06-26,500,0.05
NFO,nse_fo,AUBANK,70021,OPTSTK,PE,435,AU SMALL FINANCE BANK LTD,AUBANK MAY 435 PE,AUBANK29MAY25P435,2025-05-29,1000,0.05
